date,value
2021-01-01,0.7183530817927167
2021-04-01,0.7185472103119102
2021-07-01,0.7272822375563935
2021-10-01,0.7289492954219056
2022-01-01,0.7277670203245693
2022-04-01,0.7203219456596687
2022-07-01,0.7070461546070151
2022-10-01,0.6893695770063296
