date,value
2021-01-01,0.0070880211780277
2021-04-01,0.00705926332006
2021-07-01,0.0104770025833862
2021-10-01,0.0113221850473849
2022-01-01,0.0130593779013754
2022-04-01,0.0153945280151158
2022-07-01,0.0199282406832854
2022-10-01,0.0214315137885349
