date,value
2021-01-01,0.3417057051598631
2021-04-01,0.3405296683594735
2021-07-01,0.3467125242196487
2021-10-01,0.3419636150416963
2022-01-01,0.3378899409058706
2022-04-01,0.3152385678688893
2022-07-01,0.3830593381328359
2022-10-01,0.3702228036518561
