Vintage,Bad_rate,Count
2021-01-01,0.0070880211780277,1057700.0
2021-04-01,0.00705926332006,1037927.0
2021-07-01,0.0104770025833862,871337.0
2021-10-01,0.0113221850473849,960327.0
2022-01-01,0.0130593779013754,686097.0
2022-04-01,0.0153945280151158,505959.0
2022-07-01,0.0199282406832854,362601.0
2022-10-01,0.0214315137885349,269463.0
