vintage_q,n,bad_rate,auc,pr_auc,ks
2021-01-01,1057700.0,0.007088021178027796,0.7183530817927167,0.017316752400308753,0.3417057051598631
2021-04-01,1037927.0,0.007059263320060081,0.7185472103119102,0.016559931145466233,0.3405296683594735
2021-07-01,871337.0,0.010477002583386222,0.7272822375563935,0.024002269782145164,0.3467125242196487
2021-10-01,960327.0,0.011322185047384902,0.7289492954219056,0.025847047987468764,0.34196361504169637
2022-01-01,686097.0,0.013059377901375461,0.7277670203245693,0.028466212293230007,0.33788994090587066
2022-04-01,505959.0,0.015394528015115849,0.7203219456596687,0.03294824194244961,0.3152385678688893
2022-07-01,362601.0,0.019928240683285484,0.7070461546070151,0.036080607405855905,0.38305933813283594
2022-10-01,269463.0,0.021431513788534976,0.6893695770063296,0.03531532195961381,0.3702228036518561
